0 -1 [[2, 8, 7], [1, 3, 6], [0, 4, 5]]
19828 13150 [[6, 2, 1], [8, 7, 5], [0, 4, 3]]
19829 13151 [[6, 2, 1], [3, 0, 7], [8, 4, 5]]
19830 13151 [[0, 2, 1], [6, 3, 7], [8, 4, 5]]
19831 13152 [[6, 2, 1], [8, 0, 3], [4, 5, 7]]
19832 13152 [[6, 2, 0], [8, 3, 1], [4, 5, 7]]
19833 13153 [[0, 6, 1], [8, 4, 2], [3, 5, 7]]
19834 13153 [[8, 6, 1], [3, 4, 2], [0, 5, 7]]
19835 13154 [[0, 8, 1], [4, 6, 2], [3, 5, 7]]
19836 13155 [[8, 6, 1], [4, 5, 2], [0, 3, 7]]
19837 13155 [[8, 6, 1], [4, 5, 2], [3, 7, 0]]
19838 13156 [[0, 8, 6], [4, 2, 1], [3, 5, 7]]
19839 13156 [[8, 2, 6], [4, 0, 1], [3, 5, 7]]
19840 13157 [[8, 6, 1], [3, 0, 4], [2, 5, 7]]
19841 13157 [[8, 6, 0], [3, 4, 1], [2, 5, 7]]
19842 13158 [[6, 1, 7], [8, 0, 3], [2, 4, 5]]
19843 13158 [[6, 1, 7], [8, 3, 5], [2, 4, 0]]
19844 13159 [[0, 3, 1], [6, 8, 7], [2, 4, 5]]
19845 13159 [[6, 3, 1], [2, 8, 7], [0, 4, 5]]
19846 13160 [[6, 3, 0], [8, 7, 1], [2, 4, 5]]
19847 13160 [[6, 3, 1], [8, 7, 5], [2, 4, 0]]
19848 13161 [[6, 3, 1], [8, 4, 7], [0, 2, 5]]
19849 13161 [[6, 3, 1], [8, 4, 7], [2, 5, 0]]
19850 13162 [[6, 1, 0], [8, 2, 3], [4, 5, 7]]
19851 13163 [[8, 6, 1], [4, 2, 3], [5, 7, 0]]
19852 13163 [[8, 6, 1], [4, 0, 3], [5, 2, 7]]
19853 13164 [[8, 1, 3], [2, 0, 6], [4, 5, 7]]
19854 13164 [[8, 1, 3], [2, 6, 7], [4, 5, 0]]
19855 13165 [[8, 6, 1], [5, 0, 3], [2, 4, 7]]
19856 13165 [[0, 6, 1], [8, 5, 3], [2, 4, 7]]
19857 13166 [[2, 8, 6], [3, 0, 1], [4, 5, 7]]
19858 13166 [[2, 8, 6], [4, 3, 1], [0, 5, 7]]
19859 13167 [[0, 3, 6], [8, 2, 1], [4, 5, 7]]
19860 13167 [[8, 3, 6], [4, 2, 1], [0, 5, 7]]
19861 13168 [[8, 3, 0], [2, 1, 6], [4, 5, 7]]
19862 13169 [[8, 3, 6], [2, 5, 1], [0, 4, 7]]
19863 13169 [[8, 3, 6], [2, 5, 1], [4, 7, 0]]
19864 13170 [[6, 8, 1], [5, 0, 7], [2, 4, 3]]
19865 13170 [[6, 8, 1], [2, 5, 7], [0, 4, 3]]
19866 13171 [[8, 5, 0], [6, 7, 1], [2, 4, 3]]
19867 13171 [[8, 5, 1], [6, 7, 3], [2, 4, 0]]
19868 13172 [[8, 5, 1], [6, 4, 7], [0, 2, 3]]
19869 13172 [[8, 5, 1], [6, 4, 7], [2, 3, 0]]
19870 13173 [[8, 1, 7], [5, 0, 3], [6, 2, 4]]
19871 13173 [[0, 1, 7], [8, 5, 3], [6, 2, 4]]
19872 13174 [[0, 1, 7], [8, 6, 3], [2, 5, 4]]
19873 13174 [[8, 1, 7], [2, 6, 3], [0, 5, 4]]
19874 13175 [[8, 1, 0], [6, 3, 7], [2, 5, 4]]
19875 13175 [[8, 1, 7], [6, 3, 4], [2, 5, 0]]
19876 13176 [[0, 8, 7], [6, 1, 3], [2, 5, 4]]
19877 13176 [[8, 7, 0], [6, 1, 3], [2, 5, 4]]
19878 13177 [[6, 8, 0], [1, 5, 7], [2, 4, 3]]
19879 13177 [[6, 8, 7], [1, 5, 3], [2, 4, 0]]
19880 13178 [[6, 7, 0], [1, 8, 5], [2, 4, 3]]
19881 13179 [[6, 8, 7], [1, 4, 5], [0, 2, 3]]
19882 13179 [[6, 8, 7], [1, 4, 5], [2, 3, 0]]
19883 13180 [[0, 8, 5], [6, 7, 1], [2, 4, 3]]
19884 13181 [[8, 7, 5], [6, 4, 1], [0, 2, 3]]
19885 13181 [[8, 7, 5], [6, 4, 1], [2, 3, 0]]
19886 13182 [[1, 7, 0], [8, 4, 5], [6, 2, 3]]
19887 13182 [[1, 4, 7], [8, 0, 5], [6, 2, 3]]
19888 13183 [[0, 1, 7], [8, 6, 4], [2, 3, 5]]
19889 13183 [[8, 1, 7], [2, 6, 4], [0, 3, 5]]
19890 13184 [[0, 8, 7], [6, 1, 4], [2, 3, 5]]
19891 13184 [[8, 7, 0], [6, 1, 4], [2, 3, 5]]
19892 13185 [[8, 1, 7], [6, 3, 4], [0, 2, 5]]
19893 13186 [[0, 8, 1], [6, 4, 7], [2, 3, 5]]
19894 13186 [[8, 4, 1], [6, 0, 7], [2, 3, 5]]
19895 13187 [[0, 7, 5], [1, 8, 6], [2, 4, 3]]
19896 13187 [[1, 7, 5], [2, 8, 6], [0, 4, 3]]
19897 13188 [[0, 1, 5], [8, 7, 6], [2, 4, 3]]
19898 13188 [[1, 5, 0], [8, 7, 6], [2, 4, 3]]
19899 13189 [[1, 7, 5], [8, 4, 6], [0, 2, 3]]
19900 13189 [[1, 7, 5], [8, 4, 6], [2, 3, 0]]
19901 13190 [[1, 7, 5], [8, 6, 3], [0, 2, 4]]
19902 13190 [[1, 7, 5], [8, 0, 3], [2, 6, 4]]
19903 13191 [[1, 6, 7], [2, 8, 5], [4, 3, 0]]
19904 13191 [[1, 6, 7], [2, 0, 5], [4, 8, 3]]
19905 13192 [[0, 1, 6], [8, 5, 7], [2, 4, 3]]
19906 13192 [[1, 5, 6], [8, 0, 7], [2, 4, 3]]
19907 13193 [[1, 6, 7], [8, 5, 3], [0, 2, 4]]
19908 13193 [[1, 6, 7], [8, 0, 3], [2, 5, 4]]
19909 13194 [[1, 6, 7], [4, 0, 5], [8, 2, 3]]
19910 13194 [[0, 6, 7], [1, 4, 5], [8, 2, 3]]
19911 13195 [[1, 6, 7], [8, 0, 4], [2, 3, 5]]
19912 13195 [[1, 6, 0], [8, 4, 7], [2, 3, 5]]
19913 13196 [[0, 1, 7], [8, 4, 2], [6, 3, 5]]
19914 13196 [[8, 1, 7], [6, 4, 2], [0, 3, 5]]
19915 13197 [[0, 8, 7], [4, 1, 2], [6, 3, 5]]
19916 13197 [[8, 7, 0], [4, 1, 2], [6, 3, 5]]
19917 13198 [[8, 1, 7], [4, 3, 2], [0, 6, 5]]
19918 13198 [[8, 1, 7], [4, 3, 2], [6, 5, 0]]
19919 13199 [[0, 8, 1], [4, 2, 7], [6, 3, 5]]
19920 13199 [[8, 2, 1], [4, 0, 7], [6, 3, 5]]
19921 13200 [[0, 8, 1], [4, 5, 7], [6, 2, 3]]
19922 13201 [[8, 1, 7], [4, 5, 3], [0, 6, 2]]
19923 13201 [[8, 1, 7], [4, 0, 3], [6, 5, 2]]
19924 13202 [[4, 8, 7], [1, 0, 5], [6, 2, 3]]
19925 13202 [[4, 8, 7], [6, 1, 5], [0, 2, 3]]
19926 13203 [[8, 7, 5], [4, 1, 3], [6, 2, 0]]
19927 13204 [[3, 8, 0], [6, 7, 1], [2, 4, 5]]
19928 13204 [[3, 8, 1], [6, 7, 5], [2, 4, 0]]
19929 13205 [[3, 1, 0], [6, 8, 7], [2, 4, 5]]
19930 13206 [[3, 8, 1], [6, 4, 7], [0, 2, 5]]
19931 13206 [[3, 8, 1], [6, 4, 7], [2, 5, 0]]
19932 13207 [[3, 8, 1], [2, 6, 7], [4, 5, 0]]
19933 13207 [[3, 8, 1], [2, 0, 7], [4, 6, 5]]
19934 13208 [[8, 1, 0], [6, 5, 7], [3, 2, 4]]
19935 13208 [[8, 1, 7], [6, 5, 4], [3, 2, 0]]
19936 13209 [[0, 8, 7], [6, 1, 5], [3, 2, 4]]
19937 13209 [[8, 7, 0], [6, 1, 5], [3, 2, 4]]
19938 13210 [[8, 1, 7], [6, 2, 5], [3, 4, 0]]
19939 13211 [[1, 7, 0], [8, 6, 5], [3, 2, 4]]
19940 13211 [[1, 6, 7], [8, 0, 5], [3, 2, 4]]
19941 13212 [[1, 7, 0], [8, 3, 5], [2, 6, 4]]
19942 13213 [[0, 8, 1], [3, 5, 7], [2, 6, 4]]
19943 13213 [[8, 5, 1], [3, 0, 7], [2, 6, 4]]
19944 13214 [[3, 8, 7], [1, 0, 5], [2, 6, 4]]
19945 13214 [[3, 8, 7], [2, 1, 5], [0, 6, 4]]
19946 13215 [[8, 7, 5], [3, 0, 1], [2, 6, 4]]
19947 13215 [[8, 7, 5], [3, 1, 4], [2, 6, 0]]
19948 13216 [[0, 3, 8], [1, 6, 7], [2, 4, 5]]
19949 13216 [[3, 6, 8], [1, 0, 7], [2, 4, 5]]
19950 13218 [[3, 7, 6], [1, 0, 8], [2, 4, 5]]
19951 13219 [[3, 8, 7], [1, 0, 4], [2, 5, 6]]
19952 13219 [[3, 8, 0], [1, 4, 7], [2, 5, 6]]
19953 13220 [[1, 7, 0], [8, 3, 4], [2, 5, 6]]
19954 13222 [[8, 7, 4], [3, 0, 1], [2, 5, 6]]
19955 13222 [[8, 7, 4], [3, 1, 6], [2, 5, 0]]
19956 13223 [[8, 1, 7], [5, 0, 4], [3, 2, 6]]
19957 13223 [[0, 1, 7], [8, 5, 4], [3, 2, 6]]
19958 13224 [[3, 8, 1], [4, 0, 7], [2, 5, 6]]
19959 13224 [[3, 8, 1], [2, 4, 7], [0, 5, 6]]
19960 13225 [[0, 4, 1], [8, 3, 7], [2, 5, 6]]
19961 13225 [[8, 4, 1], [2, 3, 7], [0, 5, 6]]
19962 13226 [[8, 4, 0], [3, 7, 1], [2, 5, 6]]
19963 13226 [[8, 4, 1], [3, 7, 6], [2, 5, 0]]
19964 13227 [[8, 4, 1], [3, 5, 7], [0, 2, 6]]
19965 13227 [[8, 4, 1], [3, 5, 7], [2, 6, 0]]
19966 13228 [[7, 6, 0], [1, 8, 3], [2, 4, 5]]
19967 13228 [[7, 8, 6], [1, 0, 3], [2, 4, 5]]
19968 13229 [[1, 7, 6], [2, 8, 3], [4, 5, 0]]
19969 13230 [[8, 1, 6], [7, 0, 3], [2, 4, 5]]
19970 13230 [[8, 1, 6], [2, 7, 3], [0, 4, 5]]
19971 13231 [[1, 6, 3], [8, 7, 5], [2, 4, 0]]
19972 13232 [[1, 7, 6], [4, 0, 3], [8, 2, 5]]
19973 13232 [[0, 7, 6], [1, 4, 3], [8, 2, 5]]
19974 13233 [[1, 7, 6], [8, 0, 4], [2, 5, 3]]
19975 13233 [[1, 7, 0], [8, 4, 6], [2, 5, 3]]
19976 13234 [[0, 7, 6], [1, 3, 5], [8, 2, 4]]
19977 13235 [[0, 7, 6], [1, 8, 5], [2, 3, 4]]
19978 13235 [[1, 7, 6], [2, 8, 5], [0, 3, 4]]
19979 13236 [[1, 7, 0], [8, 5, 6], [2, 3, 4]]
19980 13236 [[1, 7, 6], [8, 5, 4], [2, 3, 0]]
19981 13237 [[0, 1, 6], [8, 7, 5], [2, 3, 4]]
19982 13237 [[1, 6, 0], [8, 7, 5], [2, 3, 4]]
19983 13238 [[8, 1, 3], [2, 6, 7], [0, 4, 5]]
19984 13239 [[0, 6, 3], [1, 8, 7], [2, 4, 5]]
19985 13239 [[1, 6, 3], [2, 8, 7], [0, 4, 5]]
19986 13240 [[1, 6, 3], [8, 4, 7], [0, 2, 5]]
19987 13240 [[1, 6, 3], [8, 4, 7], [2, 5, 0]]
19988 13241 [[1, 3, 7], [6, 0, 5], [8, 2, 4]]
19989 13241 [[0, 3, 7], [1, 6, 5], [8, 2, 4]]
19990 13242 [[0, 3, 7], [1, 8, 5], [2, 6, 4]]
19991 13242 [[1, 3, 7], [2, 8, 5], [0, 6, 4]]
19992 13243 [[1, 3, 0], [8, 5, 7], [2, 6, 4]]
19993 13243 [[1, 3, 7], [8, 5, 4], [2, 6, 0]]
19994 13244 [[0, 3, 7], [1, 8, 4], [2, 5, 6]]
19995 13244 [[1, 3, 7], [2, 8, 4], [0, 5, 6]]
19996 13245 [[1, 3, 7], [8, 5, 4], [0, 2, 6]]
19997 13246 [[1, 4, 3], [8, 0, 7], [2, 5, 6]]
19998 13247 [[7, 1, 0], [8, 2, 4], [3, 5, 6]]
19999 13247 [[7, 2, 1], [8, 0, 4], [3, 5, 6]]
20000 13248 [[8, 7, 1], [3, 2, 4], [5, 6, 0]]
20001 13248 [[8, 7, 1], [3, 0, 4], [5, 2, 6]]
20002 13249 [[2, 8, 1], [7, 0, 4], [3, 5, 6]]
20003 13249 [[2, 8, 1], [3, 7, 4], [0, 5, 6]]
20004 13250 [[8, 7, 1], [5, 0, 4], [2, 3, 6]]
20005 13250 [[0, 7, 1], [8, 5, 4], [2, 3, 6]]
20006 13251 [[8, 7, 1], [2, 0, 5], [3, 6, 4]]
20007 13251 [[8, 7, 0], [2, 5, 1], [3, 6, 4]]
20008 13252 [[8, 7, 1], [4, 0, 6], [2, 3, 5]]
20009 13252 [[0, 7, 1], [8, 4, 6], [2, 3, 5]]
20010 13253 [[0, 7, 1], [8, 2, 6], [3, 4, 5]]
20011 13253 [[8, 7, 1], [3, 2, 6], [0, 4, 5]]
20012 13254 [[8, 7, 1], [2, 6, 5], [3, 4, 0]]
20013 13255 [[0, 8, 1], [2, 7, 6], [3, 4, 5]]
20014 13255 [[8, 1, 0], [2, 7, 6], [3, 4, 5]]
20015 13256 [[8, 4, 7], [3, 0, 2], [5, 6, 1]]
20016 13256 [[8, 4, 0], [3, 2, 7], [5, 6, 1]]
20017 13257 [[0, 4, 7], [8, 3, 1], [5, 2, 6]]
20018 13257 [[8, 4, 7], [5, 3, 1], [0, 2, 6]]
20019 13258 [[8, 4, 0], [3, 1, 7], [5, 2, 6]]
20020 13258 [[8, 4, 7], [3, 1, 6], [5, 2, 0]]
20021 13259 [[8, 7, 0], [3, 4, 1], [5, 2, 6]]
20022 13260 [[8, 4, 0], [5, 1, 7], [2, 3, 6]]
20023 13260 [[8, 4, 7], [5, 1, 6], [2, 3, 0]]
20024 13261 [[0, 8, 7], [5, 4, 1], [2, 3, 6]]
20025 13261 [[8, 7, 0], [5, 4, 1], [2, 3, 6]]
20026 13262 [[8, 4, 7], [5, 3, 1], [2, 6, 0]]
20027 13263 [[4, 7, 0], [8, 5, 1], [2, 3, 6]]
20028 13263 [[4, 5, 7], [8, 0, 1], [2, 3, 6]]
20029 13264 [[8, 7, 0], [2, 3, 4], [5, 6, 1]]
20030 13264 [[8, 3, 7], [2, 0, 4], [5, 6, 1]]
20031 13265 [[3, 2, 7], [8, 0, 4], [5, 6, 1]]
20032 13265 [[3, 2, 7], [5, 8, 4], [0, 6, 1]]
20033 13266 [[2, 7, 4], [3, 0, 8], [5, 6, 1]]
20034 13266 [[2, 7, 4], [3, 8, 1], [5, 6, 0]]
20035 13267 [[3, 2, 8], [4, 0, 7], [5, 6, 1]]
20036 13267 [[3, 2, 8], [5, 4, 7], [0, 6, 1]]
20037 13268 [[0, 4, 8], [2, 3, 7], [5, 6, 1]]
20038 13268 [[2, 4, 8], [5, 3, 7], [0, 6, 1]]
20039 13269 [[2, 4, 0], [3, 7, 8], [5, 6, 1]]
20040 13269 [[2, 4, 8], [3, 7, 1], [5, 6, 0]]
20041 13270 [[2, 4, 8], [3, 6, 7], [0, 5, 1]]
20042 13270 [[2, 4, 8], [3, 6, 7], [5, 1, 0]]
20043 13271 [[8, 7, 1], [2, 3, 6], [5, 4, 0]]
20044 13272 [[0, 3, 7], [8, 2, 1], [5, 4, 6]]
20045 13272 [[8, 3, 7], [5, 2, 1], [0, 4, 6]]
20046 13273 [[8, 3, 0], [2, 1, 7], [5, 4, 6]]
20047 13274 [[3, 2, 0], [8, 1, 7], [5, 4, 6]]
20048 13274 [[3, 2, 7], [8, 1, 6], [5, 4, 0]]
20049 13275 [[3, 7, 0], [8, 2, 1], [5, 4, 6]]
20050 13276 [[3, 2, 7], [8, 4, 1], [5, 6, 0]]
20051 13277 [[3, 2, 7], [5, 8, 1], [4, 6, 0]]
20052 13277 [[3, 2, 7], [5, 0, 1], [4, 8, 6]]
20053 13278 [[0, 7, 1], [2, 3, 8], [5, 4, 6]]
20054 13278 [[2, 7, 1], [5, 3, 8], [0, 4, 6]]
20055 13279 [[0, 2, 1], [3, 7, 8], [5, 4, 6]]
20056 13280 [[2, 7, 1], [3, 8, 6], [0, 5, 4]]
20057 13280 [[2, 7, 1], [3, 0, 6], [5, 8, 4]]
20058 13281 [[8, 4, 2], [3, 1, 7], [0, 5, 6]]
20059 13282 [[0, 7, 1], [4, 8, 2], [3, 5, 6]]
20060 13282 [[4, 7, 1], [3, 8, 2], [0, 5, 6]]
20061 13283 [[0, 4, 1], [8, 7, 2], [3, 5, 6]]
20062 13284 [[4, 7, 1], [8, 5, 2], [0, 3, 6]]
20063 13284 [[4, 7, 1], [8, 5, 2], [3, 6, 0]]
20064 13285 [[4, 7, 1], [8, 2, 6], [0, 3, 5]]
20065 13285 [[4, 7, 1], [8, 0, 6], [3, 2, 5]]
20066 13286 [[4, 2, 0], [5, 1, 7], [8, 3, 6]]
20067 13286 [[4, 2, 7], [5, 1, 6], [8, 3, 0]]
20068 13287 [[0, 4, 7], [5, 2, 1], [8, 3, 6]]
20069 13287 [[4, 7, 0], [5, 2, 1], [8, 3, 6]]
20070 13288 [[4, 2, 7], [5, 3, 1], [8, 6, 0]]
20071 13289 [[2, 7, 0], [4, 5, 1], [8, 3, 6]]
20072 13289 [[2, 5, 7], [4, 0, 1], [8, 3, 6]]
20073 13290 [[0, 4, 2], [8, 5, 7], [3, 6, 1]]
20074 13290 [[4, 5, 2], [8, 0, 7], [3, 6, 1]]
20075 13291 [[0, 2, 7], [4, 3, 8], [5, 6, 1]]
20076 13291 [[4, 2, 7], [5, 3, 8], [0, 6, 1]]
20077 13292 [[0, 4, 7], [3, 2, 8], [5, 6, 1]]
20078 13292 [[4, 7, 0], [3, 2, 8], [5, 6, 1]]
20079 13293 [[4, 2, 7], [3, 6, 8], [0, 5, 1]]
20080 13293 [[4, 2, 7], [3, 6, 8], [5, 1, 0]]
20081 13294 [[0, 4, 2], [3, 8, 7], [5, 6, 1]]
20082 13294 [[4, 8, 2], [3, 0, 7], [5, 6, 1]]
20083 13296 [[4, 2, 7], [3, 0, 6], [5, 1, 8]]
20084 13297 [[3, 4, 7], [2, 0, 1], [5, 8, 6]]
20085 13297 [[3, 4, 7], [5, 2, 1], [0, 8, 6]]
20086 13298 [[4, 7, 1], [3, 0, 2], [5, 8, 6]]
20087 13298 [[4, 7, 1], [3, 2, 6], [5, 8, 0]]
20088 13299 [[7, 1, 8], [2, 0, 4], [3, 5, 6]]
20089 13299 [[7, 1, 8], [2, 4, 6], [3, 5, 0]]
20090 13300 [[0, 4, 1], [7, 2, 8], [3, 5, 6]]
20091 13300 [[7, 4, 1], [3, 2, 8], [0, 5, 6]]
20092 13301 [[7, 4, 0], [2, 8, 1], [3, 5, 6]]
20093 13301 [[7, 4, 1], [2, 8, 6], [3, 5, 0]]
20094 13302 [[7, 4, 1], [2, 5, 8], [0, 3, 6]]
20095 13302 [[7, 4, 1], [2, 5, 8], [3, 6, 0]]
20096 13303 [[2, 7, 1], [3, 0, 4], [5, 6, 8]]
20097 13303 [[2, 7, 0], [3, 4, 1], [5, 6, 8]]
20098 13304 [[4, 2, 0], [7, 8, 1], [3, 5, 6]]
20099 13304 [[4, 2, 1], [7, 8, 6], [3, 5, 0]]
20100 13305 [[4, 1, 0], [7, 2, 8], [3, 5, 6]]
20101 13306 [[4, 2, 1], [7, 5, 8], [0, 3, 6]]
20102 13306 [[4, 2, 1], [7, 5, 8], [3, 6, 0]]
20103 13307 [[4, 2, 1], [3, 7, 8], [5, 6, 0]]
20104 13307 [[4, 2, 1], [3, 0, 8], [5, 7, 6]]
20105 13308 [[0, 2, 1], [5, 7, 8], [4, 3, 6]]
20106 13309 [[2, 7, 1], [5, 3, 8], [4, 6, 0]]
20107 13310 [[7, 1, 0], [2, 5, 8], [4, 3, 6]]
20108 13310 [[7, 5, 1], [2, 0, 8], [4, 3, 6]]
20109 13311 [[0, 7, 1], [2, 4, 5], [3, 6, 8]]
20110 13311 [[2, 7, 1], [3, 4, 5], [0, 6, 8]]
20111 13312 [[0, 2, 1], [4, 7, 5], [3, 6, 8]]
20112 13312 [[2, 1, 0], [4, 7, 5], [3, 6, 8]]
20113 13313 [[2, 7, 1], [4, 6, 5], [0, 3, 8]]
20114 13314 [[0, 2, 7], [4, 5, 1], [3, 6, 8]]
20115 13314 [[2, 5, 7], [4, 0, 1], [3, 6, 8]]
20116 13315 [[2, 7, 0], [8, 6, 1], [4, 3, 5]]
20117 13315 [[2, 7, 1], [8, 6, 5], [4, 3, 0]]
20118 13316 [[0, 2, 1], [8, 7, 6], [4, 3, 5]]
20119 13316 [[2, 1, 0], [8, 7, 6], [4, 3, 5]]
20120 13317 [[2, 7, 1], [8, 3, 6], [0, 4, 5]]
20121 13317 [[2, 7, 1], [8, 3, 6], [4, 5, 0]]
20122 13318 [[7, 1, 0], [2, 4, 6], [3, 8, 5]]
20123 13318 [[7, 4, 1], [2, 0, 6], [3, 8, 5]]
20124 13319 [[2, 7, 1], [3, 4, 6], [8, 5, 0]]
20125 13319 [[2, 7, 1], [3, 0, 6], [8, 4, 5]]
20126 13320 [[0, 2, 7], [4, 6, 1], [3, 8, 5]]
20127 13320 [[2, 6, 7], [4, 0, 1], [3, 8, 5]]
20128 13321 [[4, 2, 1], [7, 0, 6], [3, 8, 5]]
20129 13321 [[4, 2, 1], [3, 7, 6], [0, 8, 5]]
20130 13322 [[2, 1, 6], [4, 0, 7], [3, 8, 5]]
20131 13322 [[2, 1, 6], [4, 7, 5], [3, 8, 0]]
20132 13323 [[5, 2, 0], [8, 1, 7], [4, 3, 6]]
20133 13323 [[5, 2, 7], [8, 1, 6], [4, 3, 0]]
20134 13324 [[5, 7, 0], [8, 2, 1], [4, 3, 6]]
20135 13325 [[5, 2, 7], [8, 3, 1], [0, 4, 6]]
20136 13325 [[5, 2, 7], [8, 3, 1], [4, 6, 0]]
20137 13326 [[5, 2, 7], [4, 8, 1], [3, 6, 0]]
20138 13326 [[5, 2, 7], [4, 0, 1], [3, 8, 6]]
20139 13327 [[2, 7, 1], [5, 8, 6], [0, 4, 3]]
20140 13327 [[2, 7, 1], [5, 0, 6], [4, 8, 3]]
20141 13328 [[0, 2, 7], [5, 8, 3], [4, 6, 1]]
20142 13328 [[2, 7, 0], [5, 8, 3], [4, 6, 1]]
20143 13329 [[2, 8, 7], [5, 6, 3], [0, 4, 1]]
20144 13330 [[0, 2, 8], [5, 3, 7], [4, 6, 1]]
20145 13330 [[2, 3, 8], [5, 0, 7], [4, 6, 1]]
20146 13331 [[0, 7, 1], [8, 2, 5], [4, 3, 6]]
20147 13331 [[8, 7, 1], [4, 2, 5], [0, 3, 6]]
20148 13332 [[0, 8, 1], [2, 7, 5], [4, 3, 6]]
20149 13332 [[8, 1, 0], [2, 7, 5], [4, 3, 6]]
20150 13333 [[8, 7, 1], [2, 3, 5], [0, 4, 6]]
20151 13333 [[8, 7, 1], [2, 3, 5], [4, 6, 0]]
20152 13334 [[8, 7, 1], [2, 5, 6], [0, 4, 3]]
20153 13335 [[8, 5, 7], [4, 2, 1], [3, 6, 0]]
20154 13335 [[8, 5, 7], [4, 0, 1], [3, 2, 6]]
20155 13336 [[8, 1, 5], [2, 0, 7], [4, 3, 6]]
20156 13337 [[0, 5, 7], [8, 3, 1], [2, 4, 6]]
20157 13338 [[4, 2, 0], [5, 7, 8], [3, 6, 1]]
20158 13338 [[4, 2, 8], [5, 7, 1], [3, 6, 0]]
20159 13339 [[0, 4, 8], [5, 2, 7], [3, 6, 1]]
20160 13339 [[4, 8, 0], [5, 2, 7], [3, 6, 1]]
20161 13340 [[4, 2, 8], [5, 6, 7], [3, 1, 0]]
20162 13341 [[4, 2, 8], [3, 5, 7], [6, 1, 0]]
20163 13341 [[4, 2, 8], [3, 0, 7], [6, 5, 1]]
20164 13342 [[5, 8, 0], [2, 4, 7], [3, 6, 1]]
20165 13342 [[5, 4, 8], [2, 0, 7], [3, 6, 1]]
20166 13343 [[2, 5, 8], [3, 4, 7], [6, 1, 0]]
20167 13343 [[2, 5, 8], [3, 0, 7], [6, 4, 1]]
20168 13344 [[2, 5, 8], [4, 7, 1], [0, 3, 6]]
20169 13344 [[2, 5, 8], [4, 0, 1], [3, 7, 6]]
20170 13345 [[0, 5, 8], [2, 6, 7], [4, 3, 1]]
20171 13346 [[2, 5, 0], [4, 6, 8], [3, 1, 7]]
20172 13347 [[1, 4, 2], [7, 0, 8], [3, 5, 6]]
20173 13347 [[1, 4, 2], [3, 7, 8], [0, 5, 6]]
20174 13348 [[0, 7, 2], [4, 1, 8], [3, 5, 6]]
20175 13348 [[4, 7, 2], [3, 1, 8], [0, 5, 6]]
20176 13349 [[4, 7, 2], [1, 8, 6], [3, 5, 0]]
20177 13350 [[4, 7, 2], [1, 5, 8], [0, 3, 6]]
20178 13350 [[4, 7, 2], [1, 5, 8], [3, 6, 0]]
20179 13351 [[4, 2, 8], [7, 0, 6], [1, 3, 5]]
20180 13351 [[0, 2, 8], [4, 7, 6], [1, 3, 5]]
20181 13352 [[4, 2, 8], [3, 1, 6], [0, 7, 5]]
20182 13353 [[4, 2, 0], [1, 6, 8], [3, 7, 5]]
20183 13353 [[4, 2, 8], [1, 6, 5], [3, 7, 0]]
20184 13354 [[0, 4, 8], [1, 2, 6], [3, 7, 5]]
20185 13354 [[4, 8, 0], [1, 2, 6], [3, 7, 5]]
20186 13355 [[1, 4, 8], [3, 2, 7], [5, 6, 0]]
20187 13356 [[2, 8, 0], [4, 5, 7], [1, 3, 6]]
20188 13357 [[4, 2, 8], [3, 1, 5], [0, 6, 7]]
20189 13358 [[0, 4, 8], [1, 2, 5], [3, 6, 7]]
20190 13358 [[4, 8, 0], [1, 2, 5], [3, 6, 7]]
20191 13359 [[4, 2, 8], [1, 6, 5], [0, 3, 7]]
20192 13360 [[0, 4, 2], [1, 5, 8], [3, 6, 7]]
20193 13360 [[4, 5, 2], [1, 0, 8], [3, 6, 7]]
20194 13361 [[0, 8, 7], [1, 2, 4], [3, 5, 6]]
20195 13361 [[1, 8, 7], [3, 2, 4], [0, 5, 6]]
20196 13362 [[0, 1, 7], [2, 8, 4], [3, 5, 6]]
20197 13362 [[1, 7, 0], [2, 8, 4], [3, 5, 6]]
20198 13363 [[1, 8, 7], [2, 5, 4], [0, 3, 6]]
20199 13363 [[1, 8, 7], [2, 5, 4], [3, 6, 0]]
20200 13364 [[0, 1, 4], [2, 7, 8], [3, 5, 6]]
20201 13364 [[1, 7, 4], [2, 0, 8], [3, 5, 6]]
20202 13365 [[1, 4, 8], [2, 7, 6], [0, 3, 5]]
20203 13365 [[1, 4, 8], [2, 0, 6], [3, 7, 5]]
20204 13366 [[1, 4, 8], [5, 0, 7], [2, 3, 6]]
20205 13366 [[0, 4, 8], [1, 5, 7], [2, 3, 6]]
20206 13367 [[1, 4, 8], [2, 0, 5], [3, 6, 7]]
20207 13367 [[1, 4, 0], [2, 5, 8], [3, 6, 7]]
20208 13368 [[0, 1, 8], [2, 3, 4], [5, 6, 7]]
20209 13368 [[2, 1, 8], [5, 3, 4], [0, 6, 7]]
20210 13369 [[2, 8, 0], [3, 1, 4], [5, 6, 7]]
20211 13370 [[2, 1, 8], [3, 6, 4], [0, 5, 7]]
20212 13370 [[2, 1, 8], [3, 6, 4], [5, 7, 0]]
20213 13371 [[0, 2, 1], [3, 4, 8], [5, 6, 7]]
20214 13371 [[2, 4, 1], [3, 0, 8], [5, 6, 7]]
